SIREN,NIC,L1_NORMALISEE,L2_NORMALISEE,L3_NORMALISEE,L4_NORMALISEE,L5_NORMALISEE,L6_NORMALISEE,L7_NORMALISEE,L1_DECLAREE,L2_DECLAREE,L3_DECLAREE,L4_DECLAREE,L5_DECLAREE,L6_DECLAREE,L7_DECLAREE,NUMVOIE,INDREP,TYPVOIE,LIBVOIE,CODPOS,CEDEX,DEPET,COMET,TCD,SIEGE,ENSEIGNE,IND_PUBLIPO,DIFFCOM,AMINTRET,NATETAB,APET700,DAPET,TEFET,EFETCENT,DEFET,ORIGINE,DCRET,DDEBACT,ACTIVNAT,LIEUACT,ACTISURF,SAISONAT,MODET,PRODET,PRODPART,AUXILT,NOMEN_LONG,SIGLE,NOM,PRENOM,CIVILITE,RNA,NICSIEGE,RPEN,DEPCOMEN,ADR_MAIL,NJ,APEN700,DAPEN,APRM,ESS,DATEESS,TEFEN,EFENCENT,DEFEN,CATEGORIE,DCREN,AMINTREN,MONOACT,MODEN,PRODEN,ESAANN,TCA,ESAAPEN,ESASEC1N,ESASEC2N,ESASEC3N,ESASEC4N,VMAJ,VMAJ1,VMAJ2,VMAJ3,DATEMAJ,longitude,latitude,geo_score,geo_type,geo_adresse,geo_id,geo_ligne
009740721,00015,COPRO IM AV BARTHOU,,,10 AVENUE LOUIS BARTHOU,,35000 RENNES,FRANCE,COPRO IM AV BARTHOU,,,10 AV LOUIS BARTHOU,,35000 RENNES,,10,,AV,LOUIS BARTHOU,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM AV BARTHOU,,,,,,00015,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-02-08T00:00:00,-1.67098,48.106128,0.85,housenumber,10 Avenue Louis Barthou 35000 Rennes,ADRNIVX_0000000262185560,G
009740754,00016,COPRO IM AV BARTHOU,,,19 AVENUE LOUIS BARTHOU,,35000 RENNES,FRANCE,COPRO IM AV BARTHOU,,,19 AV LOUIS BARTHOU,,35000 RENNES,,19,,AV,LOUIS BARTHOU,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM AV BARTHOU,,,,,,00016,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-02-08T00:00:00,-1.670918,48.105828,0.85,housenumber,19 Avenue Louis Barthou 35000 Rennes,ADRNIVX_0000000262185570,G
009740770,00012,COPRO IM SULLY,,LE SULLY,AVENUE ARISTIDE BRIAND,,35000 RENNES,FRANCE,COPRO IM SULLY,,LE SULLY,AV ARISTIDE BRIAND,,35000 RENNES,,,,AV,ARISTIDE BRIAND,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,00,0,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM SULLY,,,,,,00012,53,35238,,9110,8110Z,2008,,,,00,0,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-02-08T00:00:00,-1.662751,48.110354,0.85,street,Avenue Aristide Briand 35000 Rennes,35238_XXXX_1f11d6,G
009740804,00019,COPRO IM AV LIBRES FRANCAIS,,,1 AVENUE DES FRANCAIS LIBRES,,35000 RENNES,FRANCE,COPRO IM AV LIBRES FRANCAIS,,,1 AV DES FRANCAIS LIBRES,,35000 RENNES,,1,,AV,DES FRANCAIS LIBRES,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM AV LIBRES FRANCAIS,,,,,,00019,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-02-03T00:00:00,-1.670951,48.105172,0.86,housenumber,1 Avenue des Français Libres 35000 Rennes,ADRNIVX_0000000262189669,G
009740812,00012,COPRO IM BD METZ,,,108 BOULEVARD DE METZ,,35700 RENNES,FRANCE,COPRO IM BD METZ,,,108 BD DE METZ,,35700 RENNES,,108,,BD,DE METZ,35700,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM BD METZ,,,,,,00012,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-01-05T00:00:00,-1.661786,48.120693,0.82,housenumber,108 Boulevard de Metz 35700 Rennes,ADRNIVX_0000000262156216,G
009740820,00015,COPRO IM R MARGUERITE,,,57 RUE DU GENERAL MARGUERITTE,,35000 RENNES,FRANCE,COPRO IM R MARGUERITE,,,57 RUE DU GENERAL MARGUERITTE,,35000 RENNES,,57,,RUE,DU GENERAL MARGUERITTE,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM R MARGUERITE,,,,,,00015,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,1995-11-24T00:00:00,-1.679017,48.098371,0.94,housenumber,57 Rue du Général Margueritte 35000 Rennes,ADRNIVX_0000000262203135,G
009740838,00017,COPRO IM TAMARIS,LES TAMARIS,,60 RUE DE SAINT BRIEUC,,35000 RENNES,FRANCE,COPRO IM TAMARIS,,LES TAMARIS,60 RUE DE SAINT BRIEUC,,35000 RENNES,,60,,RUE,DE SAINT BRIEUC,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM TAMARIS,,,,,,00017,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-02-24T00:00:00,-1.704494,48.113417,0.94,housenumber,60 Rue de Saint-Brieuc 35000 Rennes,ADRNIVX_0000000262170025,G
009740853,00016,COPROPRIETE IMM POINTEAU RONCERAY,,,8 RUE POINTEAU DU RONCERAY,,35700 RENNES,FRANCE,COPROPRIETE IMM. POINTEAU RONCERAY,,,8 RUE POINTEAU DU RONCERAY,,35700 RENNES,,8,,RUE,POINTEAU DU RONCERAY,35700,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19951225,19951225,NR,99,,P,S,N,,0,COPROPRIETE IMM. POINTEAU RONCERAY,,,,,,00016,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19951225,201209,1,S,N,,,,,,,,,,,,2016-01-06T00:00:00,-1.665406,48.117188,0.94,housenumber,8 Rue Pointeau du Ronceray 35700 Rennes,ADRNIVX_0000000262161684,G
009740861,00019,ASS COPROPRIETE,IMM R BOUCHARD,,10 RUE ALAIN BOUCHART,,35000 RENNES,FRANCE,ASS COPROPRIETE,IMM R BOUCHARD,,10 RUE ALAIN BOUCHART,,35000 RENNES,,10,,RUE,ALAIN BOUCHART,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,ASS COPROPRIETE,,,,,,00019,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-02-24T00:00:00,-1.68305,48.100752,0.94,housenumber,10 Rue Alain Bouchart 35000 Rennes,ADRNIVX_0000000262198828,G
009740879,00011,ASS COPROPRIETE,RESIDENCE ST MARTIN,,4 RUE SAINT MARTIN,,35700 RENNES,FRANCE,ASS. COPROPRIETE,RESIDENCE ST MARTIN,,4 RUE SAINT MARTIN,,35700 RENNES,,4,,RUE,SAINT MARTIN,35700,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,ASS. COPROPRIETE,,,,,,00011,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2004-12-17T00:00:00,-1.677149,48.118804,0.94,housenumber,4 Rue Saint-Martin 35700 Rennes,ADRNIVX_0000000262159050,G
009740887,00014,ASS COPROPRIETE,IMM R GAMBETTA,,15 RUE GAMBETTA,,35000 RENNES,FRANCE,ASS COPROPRIETE,IMM R GAMBETTA,,15 RUE GAMBETTA,,35000 RENNES,,15,,RUE,GAMBETTA,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,ASS COPROPRIETE,,,,,,00014,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-02-24T00:00:00,-1.675213,48.112306,0.94,housenumber,15 Rue Gambetta 35000 Rennes,ADRNIVX_0000000308800675,G
009740895,00017,ASS COPROPRIETE,,,5 PLACE DE BRETAGNE,,35000 RENNES,FRANCE,ASS. COPROPRIETE,,,5 PL DE BRETAGNE,,35000 RENNES,,5,,PL,DE BRETAGNE,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,ASS. COPROPRIETE,,,,,,00017,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-02-24T00:00:00,-1.683722,48.109486,0.83,housenumber,5 Place de Bretagne 35000 Rennes,ADRNIVX_0000000262177702,G
009740903,00019,ASS COPROPRIETE,,,9 RUE DE BERTRAND,,35000 RENNES,FRANCE,ASS. COPROPRIETE,,,9 RUE DE BERTRAND,,35000 RENNES,,9,,RUE,DE BERTRAND,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,00,0,2011,1,19941225,19941225,NR,99,,P,S,N,,0,ASS. COPROPRIETE,,,,,,00019,53,35238,,9110,8110Z,2008,,,,00,0,2011,PME,19941225,201209,1,S,N,,,,,,,,,,,,2012-02-03T00:00:00,-1.678162,48.113744,0.94,housenumber,9 Rue de Bertrand 35000 Rennes,ADRNIVX_0000000262169306,G
009740911,00012,COPRO IM AV BRIAND,,,31 AVENUE ARISTIDE BRIAND,,35000 RENNES,FRANCE,COPRO IM AV BRIAND,,,31 AV ARISTIDE BRIAND,,35000 RENNES,,31,,AV,ARISTIDE BRIAND,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,00,0,2014,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM AV BRIAND,,,,,,00012,53,35238,,9110,8110Z,2008,,,,00,0,2014,PME,19941225,201209,1,S,N,,,,,,,,,,,,2004-12-17T00:00:00,-1.668403,48.110304,0.86,housenumber,31 Avenue Aristide Briand 35000 Rennes,ADRNIVX_0000000262177187,G
009740937,00017,ASS COPROPRIETE,IMM QUAI ZOLA,,14 B QUAI EMILE ZOLA,,35000 RENNES,FRANCE,ASS COPROPRIETE,IMM QUAI ZOLA,,14 B QUAI EMILE ZOLA,,35000 RENNES,,14,B,QUAI,EMILE ZOLA,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,ASS COPROPRIETE,,,,,,00017,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-02-24T00:00:00,-1.675861,48.109834,0.8,housenumber,14 BIS Quai Émile Zola 35000 Rennes,ADRNIVX_0000000262177414,G
009740952,00016,COPRO IM RES SERRES,,,1 RUE OLIVIER DE SERRES,,35000 RENNES,FRANCE,COPRO IM RES SERRES,,,1 RUE OLIVIER DE SERRES,,35000 RENNES,,1,,RUE,OLIVIER DE SERRES,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM RES SERRES,,,,,,00016,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-02-26T00:00:00,-1.686577,48.127916,0.94,housenumber,1 Rue Olivier de Serres 35000 Rennes,ADRNIVX_0000000262147680,G
009740960,00019,ASS COPROPRIETE,IMM RESIDENCE JOFFRE,,22 RUE MARECHAL JOFFRE,,35000 RENNES,FRANCE,ASS COPROPRIETE,IMM RESIDENCE JOFFRE,,22 RUE DU MARECHAL JOFFRE,,35000 RENNES,,22,,RUE,DU MARECHAL JOFFRE,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,ASS COPROPRIETE,,,,,,00019,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-02-26T00:00:00,-1.677897,48.10793,0.94,housenumber,22 Rue du Maréchal Joffre 35000 Rennes,ADRNIVX_0000000262181215,G
009740978,00011,ASS COPROPRIETE,IMM CHEMIN VERT,,6 RUE DU CHEMIN VERT,,35000 RENNES,FRANCE,ASS COPROPRIETE,IMM CHEMIN VERT,,6 RUE DU CHEMIN VERT,,35000 RENNES,,6,,RUE,DU CHEMIN VERT,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,00,0,2014,1,19941225,19941225,NR,99,,P,S,N,,0,ASS COPROPRIETE,,,,,,00011,53,35238,,9110,8110Z,2008,,,,00,0,2014,PME,19941225,201209,1,S,N,,,,,,,,,,,,2004-12-20T00:00:00,-1.669196,48.093954,0.93,housenumber,6 Rue du Chemin Vert 35000 Rennes,ADRNIVX_0000000262213303,G
009740986,00014,COPRO IM R DUVAL,,,41 RUE ALEXANDRE DUVAL,,35000 RENNES,FRANCE,COPRO IM R DUVAL,,,41 RUE ALEXANDRE DUVAL,,35000 RENNES,,41,,RUE,ALEXANDRE DUVAL,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM R DUVAL,,,,,,00014,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-02-26T00:00:00,-1.695483,48.103531,0.94,housenumber,41 Rue Alexandre Duval 35000 Rennes,ADRNIVX_0000000262190283,G
009740994,00018,COPRO IM ARC JEANNE,,,2 BOULEVARD JEANNE D ARC,,35000 RENNES,FRANCE,COPRO IM ARC JEANNE,,,2 BD JEANNE D ARC,,35000 RENNES,,2,,BD,JEANNE D ARC,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM ARC JEANNE,,,,,,00018,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-02-26T00:00:00,-1.660123,48.110493,0.84,housenumber,2 Boulevard Jeanne d'Arc 35000 Rennes,ADRNIVX_0000000262176935,G
009741000,00013,COPRO IM R ST MELAINE,,,30 RUE SAINT MELAINE,,35000 RENNES,FRANCE,COPRO IM R ST MELAINE,,,30 RUE SAINT MELAINE,,35000 RENNES,,30,,RUE,SAINT MELAINE,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,00,0,2004,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM R ST MELAINE,,,,,,00013,53,35238,,9110,8110Z,2008,,,,00,0,2004,,19941225,201209,1,S,N,,,,,,,,,,,,2004-12-20T00:00:00,-1.676463,48.114832,0.94,housenumber,30 Rue Saint-Melaine 35000 Rennes,ADRNIVX_0000000262165421,G
009741018,00015,ASS COPROPRIETE,IMM RUE DE NANTES,,254 RUE DE NANTES,,35136 ST JACQUES DE LA LANDE,FRANCE,ASS COPROPRIETE,IMM RUE DE NANTES,,254 RUE DE NANTES,,35136 SAINT JACQUES DE LA LANDE,,254,,RUE,DE NANTES,35136,,35,281,31,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,ASS COPROPRIETE,,,,,,00015,53,35281,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-02-26T00:00:00,-1.69121,48.093076,0.92,housenumber,254 Rue de Nantes 35136 Saint-Jacques-de-la-Lande,ADRNIVX_0000000262213818,G
009741026,00018,COPRO IM R JOFFRE,,,24 B RUE MARECHAL JOFFRE,,35000 RENNES,FRANCE,COPRO IM R JOFFRE,,,24 B RUE DU MARECHAL JOFFRE,,35000 RENNES,,24,B,RUE,DU MARECHAL JOFFRE,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM R JOFFRE,,,,,,00018,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2009-03-04T00:00:00,-1.677965,48.108575,0.84,housenumber,24 BIS Rue du Maréchal Joffre 35000 Rennes,ADRNIVX_0000000262181218,G
009741034,00012,COPRO IM BD POINCARE,,,6 BOULEVARD RAYMOND POINCARE,,35700 RENNES,FRANCE,COPRO IM BD POINCARE,,,6 BD RAYMOND POINCARE,,35700 RENNES,,6,,BD,RAYMOND POINCARE,35700,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2014,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM BD POINCARE,,,,,,00012,53,35238,,9110,8110Z,2008,,,,01,1,2014,PME,19941225,201209,1,S,N,,,,,,,,,,,,2004-12-20T00:00:00,-1.654302,48.121527,0.86,housenumber,6 Boulevard Raymond Poincaré 35700 Rennes,ADRNIVX_0000000262155952,G
